fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
0.72,0.25,0.37,0.25,0.063,0.11,0.041,0.99439,0.352,0.8,1.24,7
0.64,0.885,0,0.23,0.166,0.06,0.012,0.99551,0.356,0.51,1.08,5
0.7,0.745,0.12,0.18,0.114,0.15,0.064,0.99588,0.322,0.59,0.95,6
0.62,0.43,0.22,0.18,0.078,0.21,0.056,0.99633,0.352,0.6,0.95,6
0.79,0.58,0.23,0.23,0.076,0.23,0.094,0.99686,0.321,0.58,0.95,6
0.77,0.57,0.21,0.15,0.069,0.04,0.009,0.99458,0.316,0.54,0.98,6
0.77,0.26,0.26,0.2,0.052,0.19,0.077,0.9951,0.315,0.79,1.09,6
0.79,0.58,0.23,0.23,0.076,0.23,0.094,0.99686,0.321,0.58,0.95,6
0.77,0.57,0.21,0.15,0.069,0.04,0.009,0.99458,0.316,0.54,0.98,6
0.79,0.34,0.36,0.19,0.065,0.05,0.01,0.99419,0.327,0.54,1.12,7
0.86,0.42,0.39,0.18,0.068,0.06,0.012,0.99516,0.335,0.69,1.17,8
0.99,0.74,0.19,0.58,0.111,0.33,0.076,0.99878,0.314,0.55,0.94,5
0.72,0.36,0.46,0.21,0.074,0.24,0.044,0.99534,0.34,0.85,1.1,7
0.72,0.36,0.46,0.21,0.074,0.24,0.044,0.99534,0.34,0.85,1.1,7
0.72,0.36,0.46,0.21,0.074,0.24,0.044,0.99534,0.34,0.85,1.1,7
0.99,0.72,0.55,0.17,0.136,0.24,0.052,0.99752,0.335,0.94,1,5
0.72,0.36,0.46,0.21,0.074,0.24,0.044,0.99534,0.34,0.85,1.1,7
0.62,0.39,0.43,0.2,0.071,0.14,0.024,0.99428,0.345,0.87,1.12,7
0.68,0.65,0.02,0.21,0.078,0.08,0.015,0.99498,0.335,0.62,1.04,6
0.66,0.44,0.15,0.21,0.076,0.22,0.053,0.9957,0.332,0.62,0.93,5
0.68,0.65,0.02,0.21,0.078,0.08,0.015,0.99498,0.335,0.62,1.04,6
0.96,0.38,0.42,0.19,0.071,0.05,0.013,0.99659,0.315,0.75,1.05,6
1.02,0.33,0.46,0.19,0.081,0.06,0.009,0.99628,0.31,0.48,1.04,6
0.88,0.27,0.46,0.21,0.095,0.2,0.029,0.99488,0.326,0.56,1.13,6
0.79,0.57,0.31,0.2,0.079,0.1,0.079,0.99677,0.329,0.69,0.95,6
0.82,0.34,0.37,0.19,0.057,0.43,0.074,0.99408,0.323,0.81,1.2,6
0.82,0.4,0.31,0.19,0.082,0.08,0.024,0.996,0.324,0.69,1.06,6
0.9,0.39,0.4,0.13,0.044,0.25,0.05,0.99478,0.32,0.83,1.09,6
1.09,0.32,0.52,0.18,0.132,0.17,0.044,0.99734,0.328,0.77,1.15,6
1.09,0.32,0.52,0.18,0.132,0.17,0.044,0.99734,0.328,0.77,1.15,6
0.81,0.53,0.22,0.22,0.078,0.33,0.089,0.99678,0.326,0.46,0.96,6
1.05,0.36,0.47,0.22,0.074,0.09,0.023,0.99638,0.323,0.76,1.2,6
1.26,0.39,0.49,0.25,0.08,0.08,0.02,0.9992,0.307,0.82,1.03,6
0.92,0.46,0.23,0.26,0.091,0.18,0.077,0.99922,0.315,0.51,0.94,5
0.75,0.58,0.03,0.41,0.08,0.27,0.046,0.99592,0.302,0.47,0.92,5
0.9,0.58,0.25,0.2,0.104,0.08,0.021,0.99769,0.327,0.72,0.96,5
0.51,0.42,0,0.18,0.044,0.18,0.088,0.99157,0.368,0.73,1.36,7
0.76,0.43,0.29,0.21,0.075,0.19,0.066,0.99718,0.34,0.64,0.95,5
0.77,0.18,0.34,0.27,0.066,0.15,0.058,0.9947,0.337,0.78,1.18,6
0.78,0.815,0.01,0.26,0.074,0.48,0.09,0.99621,0.338,0.62,1.08,5
0.76,0.43,0.29,0.21,0.075,0.19,0.066,0.99718,0.34,0.64,0.95,5
1.02,0.23,0.37,0.22,0.057,0.14,0.036,0.99614,0.323,0.49,0.93,4
0.71,0.75,0.01,0.22,0.059,0.11,0.018,0.99242,0.339,0.4,1.28,6
0.6,0.33,0.32,1.29,0.054,0.06,0.113,0.99572,0.33,0.56,1.15,4
0.78,0.55,0,0.17,0.07,0.07,0.017,0.99659,0.326,0.64,0.94,6
0.71,0.75,0.01,0.22,0.059,0.11,0.018,0.99242,0.339,0.4,1.28,6
0.81,0.73,0,0.25,0.081,0.12,0.024,0.99798,0.338,0.46,0.96,4
0.65,0.67,0,0.43,0.057,0.11,0.02,0.99488,0.345,0.56,1.18,4
0.75,0.61,0.2,0.17,0.076,0.36,0.06,0.99494,0.31,0.4,0.93,5
0.98,0.37,0.39,0.25,0.079,0.28,0.065,0.99729,0.316,0.59,0.98,5
0.9,0.4,0.41,0.2,0.058,0.15,0.04,0.99414,0.322,0.6,1.22,6
0.83,0.56,0.22,0.24,0.082,0.1,0.086,0.9983,0.337,0.62,0.95,5
0.59,0.29,0.25,1.34,0.067,0.72,0.16,0.99721,0.333,0.54,1.03,6
0.74,0.55,0.19,0.18,0.082,0.15,0.034,0.99655,0.349,0.68,1.05,5
0.74,0.74,0.07,0.17,0.086,0.15,0.048,0.99502,0.312,0.48,1,5
0.74,0.55,0.19,0.18,0.082,0.15,0.034,0.99655,0.349,0.68,1.05,5
0.69,0.41,0.33,0.22,0.081,0.22,0.036,0.9949,0.341,0.75,1.11,6
0.71,0.6,0.01,0.23,0.079,0.24,0.037,0.99514,0.34,0.61,1.09,6
0.71,0.6,0.01,0.23,0.079,0.24,0.037,0.99514,0.34,0.61,1.09,6
0.75,0.58,0.14,0.22,0.077,0.27,0.06,0.9963,0.328,0.59,0.98,5
0.71,0.72,0,0.18,0.123,0.06,0.014,0.99627,0.345,0.58,0.98,5
0.79,0.66,0,0.14,0.096,0.06,0.013,0.99569,0.343,0.58,0.95,5
0.78,0.7,0.06,0.19,0.079,0.2,0.035,0.99628,0.34,0.69,1.09,5
0.61,0.64,0.02,0.24,0.069,0.26,0.046,0.99358,0.347,0.45,1.1,5
0.75,0.59,0.22,0.18,0.082,0.43,0.06,0.99499,0.31,0.42,0.92,5
0.7,0.58,0.28,0.48,0.085,0.12,0.069,0.99633,0.332,0.7,1.1,6
0.68,0.64,0,0.27,0.123,0.15,0.033,0.99538,0.344,0.63,1.13,6
0.68,0.64,0,0.27,0.123,0.15,0.033,0.99538,0.344,0.63,1.13,6
0.86,0.635,0.68,0.18,0.403,0.19,0.056,0.99632,0.302,1.15,0.93,5
0.63,1.02,0,0.2,0.083,0.17,0.024,0.99437,0.359,0.55,1.12,4
0.98,0.45,0.38,0.25,0.081,0.34,0.066,0.99726,0.315,0.58,0.98,5
0.82,0.78,0,0.22,0.089,0.13,0.026,0.9978,0.337,0.46,0.96,4
0.85,0.37,0.32,0.18,0.066,0.26,0.051,0.99456,0.338,0.72,1.18,6
0.72,0.57,0.05,0.23,0.081,0.16,0.036,0.99564,0.338,0.6,1.03,6
0.72,0.57,0.05,0.23,0.081,0.16,0.036,0.99564,0.338,0.6,1.03,6
1.04,0.43,0.5,0.23,0.068,0.13,0.019,0.996,0.31,0.87,1.14,6
0.69,0.41,0.31,0.2,0.079,0.21,0.051,0.99668,0.347,0.55,0.95,6
0.55,0.49,0.03,0.18,0.044,0.28,0.087,0.9908,0.35,0.82,1.4,8
0.5,0.38,0.01,0.16,0.048,0.26,0.06,0.99084,0.37,0.75,1.4,6
0.73,0.44,0.2,0.16,0.049,0.24,0.064,0.9935,0.338,0.57,1.17,6
0.59,0.46,0,0.19,0.077,0.25,0.044,0.99385,0.35,0.53,1.12,5
0.75,0.58,0.2,0.2,0.073,0.34,0.044,0.99494,0.31,0.43,0.93,5
0.78,0.58,0.13,0.21,0.102,0.17,0.036,0.9944,0.324,0.53,1.12,6
0.8,0.715,0.22,0.23,0.075,0.13,0.081,0.99688,0.324,0.54,0.95,6
0.85,0.4,0.4,0.63,0.05,0.03,0.01,0.99566,0.328,0.56,1.2,4
0.7,0.69,0,0.19,0.114,0.03,0.01,0.99636,0.335,0.6,0.97,6
0.8,0.715,0.22,0.23,0.075,0.13,0.081,0.99688,0.324,0.54,0.95,6
0.98,0.3,0.39,0.17,0.062,0.03,0.009,0.9948,0.314,0.57,1.15,7
0.71,0.46,0.2,0.19,0.077,0.28,0.054,0.9956,0.337,0.64,1.04,6
0.71,0.46,0.2,0.19,0.077,0.28,0.054,0.9956,0.337,0.64,1.04,6
0.79,0.765,0,0.2,0.084,0.09,0.022,0.99619,0.333,0.68,1.09,6
0.87,0.63,0.28,0.27,0.096,0.17,0.069,0.99734,0.326,0.63,1.02,6
0.7,0.42,0.19,0.23,0.071,0.18,0.036,0.99476,0.339,0.56,1.09,5
1.13,0.37,0.5,0.18,0.09,0.2,0.047,0.99734,0.315,0.57,1.05,5
0.71,0.16,0.44,0.25,0.068,0.17,0.031,0.99328,0.335,0.54,1.24,6
0.8,0.6,0.08,0.26,0.056,0.03,0.007,0.99286,0.322,0.37,1.3,5
0.7,0.6,0.3,0.45,0.068,0.2,0.11,0.99914,0.33,1.17,1.02,5
0.7,0.6,0.3,0.45,0.068,0.2,0.11,0.99914,0.33,1.17,1.02,5
0.76,0.74,0,0.19,0.1,0.06,0.012,0.99521,0.336,0.59,1.1,5
0.82,0.635,0.1,0.21,0.073,0.25,0.06,0.99638,0.329,0.75,1.09,6
0.59,0.395,0.13,0.24,0.056,0.14,0.028,0.99362,0.362,0.67,1.24,6
0.75,0.755,0,0.19,0.084,0.06,0.012,0.99672,0.334,0.49,0.97,4
0.82,0.635,0.1,0.21,0.073,0.25,0.06,0.99638,0.329,0.75,1.09,6
0.66,0.63,0,0.43,0.093,0.51,0.0775,0.99558,0.32,0.45,0.95,5
0.66,0.63,0,0.43,0.093,0.51,0.0775,0.99558,0.32,0.45,0.95,5
0.72,0.53,0.14,0.21,0.064,0.15,0.029,0.99323,0.335,0.61,1.21,6
0.57,0.6,0,0.14,0.063,0.11,0.018,0.99191,0.345,0.56,1.22,6
0.76,1.58,0,0.21,0.137,0.05,0.009,0.99476,0.35,0.4,1.09,3
0.52,0.645,0,0.215,0.08,0.15,0.028,0.99444,0.378,0.61,1.25,6
0.67,0.86,0.07,0.2,0.1,0.2,0.057,0.99598,0.36,0.74,1.17,6
0.91,0.37,0.32,0.21,0.064,0.04,0.015,0.99576,0.33,0.8,1.12,6
0.8,0.28,0.44,0.18,0.081,0.28,0.068,0.99501,0.336,0.66,1.12,5
0.76,0.79,0.21,0.23,0.087,0.21,0.068,0.9955,0.312,0.44,0.92,5
0.75,0.61,0.26,0.19,0.073,0.24,0.088,0.99612,0.33,0.53,0.98,5
0.97,0.69,0.32,0.25,0.088,0.22,0.091,0.9979,0.329,0.62,1.01,5
0.68,0.68,0.09,0.39,0.068,0.15,0.029,0.99524,0.341,0.52,1.11,4
0.97,0.69,0.32,0.25,0.088,0.22,0.091,0.9979,0.329,0.62,1.01,5
0.7,0.62,0.1,0.14,0.071,0.27,0.063,0.996,0.328,0.61,0.92,5
0.75,0.61,0.26,0.19,0.073,0.24,0.088,0.99612,0.33,0.53,0.98,5
0.65,0.51,0.15,0.3,0.064,0.12,0.027,0.9929,0.333,0.59,1.28,6
0.8,1.18,0.21,0.19,0.083,0.14,0.041,0.99532,0.334,0.47,1.05,5
0.7,0.36,0.21,0.23,0.086,0.2,0.065,0.99558,0.34,0.54,1.01,6
0.7,0.36,0.21,0.24,0.086,0.24,0.069,0.99556,0.34,0.53,1.01,6
0.75,0.63,0.27,0.2,0.083,0.17,0.091,0.99616,0.326,0.58,0.98,6
0.54,0.74,0,0.12,0.041,0.16,0.046,0.99258,0.401,0.59,1.25,6
0.99,0.44,0.46,0.22,0.091,0.1,0.041,0.99638,0.318,0.69,1.19,6
0.75,0.63,0.27,0.2,0.083,0.17,0.091,0.99616,0.326,0.58,0.98,6
0.91,0.76,0.68,0.17,0.414,0.18,0.064,0.99652,0.29,1.33,0.91,6
0.97,0.66,0.34,0.26,0.094,0.12,0.088,0.99796,0.326,0.66,1.01,5
0.5,0.74,0,0.12,0.041,0.16,0.046,0.99258,0.401,0.59,1.25,6
0.91,0.34,0.42,0.18,0.058,0.09,0.018,0.99392,0.318,0.55,1.14,5
0.91,0.36,0.39,0.18,0.06,0.21,0.055,0.99495,0.318,0.82,1.1,7
0.67,0.46,0.24,0.17,0.077,0.18,0.034,0.9948,0.339,0.6,1.06,6
0.67,0.46,0.24,0.17,0.077,0.18,0.034,0.9948,0.339,0.6,1.06,6
0.67,0.46,0.24,0.17,0.077,0.18,0.034,0.9948,0.339,0.6,1.06,6
0.67,0.46,0.24,0.17,0.077,0.18,0.034,0.9948,0.339,0.6,1.06,6
0.65,0.52,0.11,0.18,0.073,0.13,0.038,0.9955,0.334,0.52,0.93,5
0.74,0.6,0.26,0.21,0.083,0.17,0.091,0.99616,0.329,0.56,0.98,6
0.74,0.6,0.26,0.21,0.083,0.17,0.091,0.99616,0.329,0.56,0.98,6
0.78,0.87,0.26,0.38,0.107,0.31,0.067,0.99668,0.326,0.46,0.92,5
0.84,0.39,0.1,0.17,0.075,0.06,0.025,0.99581,0.309,0.43,0.97,6
0.91,0.775,0.22,0.22,0.079,0.12,0.048,0.9976,0.318,0.51,0.96,5
0.72,0.835,0,0.2,0.166,0.04,0.011,0.99608,0.339,0.52,1,5
0.66,0.58,0.02,0.24,0.069,0.19,0.04,0.99387,0.338,0.66,1.26,6
0.6,0.5,0,0.14,0.057,0.15,0.026,0.99448,0.336,0.45,0.95,5
0.6,0.5,0,0.14,0.057,0.15,0.026,0.99448,0.336,0.45,0.95,5
0.6,0.5,0,0.14,0.057,0.15,0.026,0.99448,0.336,0.45,0.95,5
0.75,0.51,0.02,0.17,0.084,0.13,0.031,0.99538,0.336,0.54,1.05,6
0.75,0.51,0.02,0.17,0.084,0.13,0.031,0.99538,0.336,0.54,1.05,6
0.75,0.51,0.02,0.17,0.084,0.13,0.031,0.99538,0.336,0.54,1.05,6
0.76,0.54,0.02,0.17,0.085,0.17,0.031,0.99589,0.337,0.51,1.04,6
0.75,0.51,0.02,0.17,0.084,0.13,0.031,0.99538,0.336,0.54,1.05,6
1.15,0.42,0.48,0.26,0.077,0.08,0.02,0.99852,0.309,0.53,1.1,5
0.82,0.44,0.24,0.23,0.063,0.1,0.028,0.99613,0.325,0.53,1.02,6
0.61,0.59,0.01,0.21,0.056,0.05,0.013,0.99472,0.352,0.56,1.14,5
0.72,0.655,0.03,0.18,0.078,0.07,0.012,0.99587,0.334,0.39,0.95,5
0.72,0.655,0.03,0.18,0.078,0.07,0.012,0.99587,0.334,0.39,0.95,5
0.69,0.57,0,0.28,0.081,0.21,0.041,0.99518,0.341,0.52,1.08,5
0.9,0.6,0.29,0.2,0.069,0.32,0.073,0.99654,0.334,0.57,1,5
0.72,0.62,0.01,0.23,0.065,0.08,0.046,0.99332,0.332,0.51,1.18,6
0.76,0.645,0.03,0.19,0.086,0.14,0.057,0.9969,0.337,0.46,1.03,5
0.76,0.645,0.03,0.19,0.086,0.14,0.057,0.9969,0.337,0.46,1.03,5
0.72,0.58,0.03,0.23,0.077,0.07,0.028,0.99568,0.335,0.52,1,5
0.61,0.32,0.25,0.18,0.086,0.05,0.032,0.99464,0.336,0.44,1.01,5
0.61,0.34,0.25,0.18,0.084,0.04,0.028,0.99464,0.336,0.44,1.01,5
0.73,0.43,0.24,0.25,0.078,0.27,0.067,0.99648,0.36,0.59,1.11,6
0.74,0.64,0.17,0.54,0.168,0.52,0.098,0.99736,0.328,0.5,0.95,5
1.16,0.475,0.4,0.14,0.091,0.06,0.028,0.99704,0.307,0.65,1.003333333,6
0.92,0.54,0.31,0.23,0.112,0.11,0.038,0.99699,0.324,0.56,1.09,5
0.83,0.85,0.14,0.25,0.093,0.13,0.054,0.99724,0.336,0.54,1.01,5
1.16,0.475,0.4,0.14,0.091,0.06,0.028,0.99704,0.307,0.65,1.003333333,6
0.8,0.83,0.27,0.2,0.08,0.11,0.063,0.99652,0.329,0.48,0.98,4
0.72,0.605,0.02,0.19,0.096,0.1,0.031,0.995,0.346,0.53,1.18,6
0.78,0.5,0.09,0.22,0.115,0.1,0.042,0.9971,0.318,0.62,0.95,5
0.73,0.74,0.08,0.17,0.094,0.1,0.045,0.99576,0.324,0.5,0.98,5
0.69,0.54,0.3,0.22,0.088,0.09,0.105,0.99725,0.325,1.18,1.05,6
0.8,0.77,0.32,0.21,0.079,0.16,0.074,0.99656,0.327,0.5,0.98,6
0.66,0.61,0,0.16,0.069,0.04,0.008,0.99396,0.333,0.37,1.04,4
0.87,0.78,0.51,0.17,0.415,0.12,0.066,0.99623,0.3,1.17,0.92,5
0.75,0.58,0.56,0.31,0.153,0.05,0.014,0.99476,0.321,1.03,1.16,6
0.87,0.78,0.51,0.17,0.415,0.12,0.066,0.99623,0.3,1.17,0.92,5
0.77,0.75,0.27,0.38,0.11,0.34,0.089,0.99664,0.324,0.45,0.93,5
0.68,0.815,0,0.12,0.267,0.16,0.029,0.99471,0.332,0.51,0.98,3
0.72,0.56,0.26,0.2,0.083,0.13,0.1,0.99586,0.326,0.52,0.99,5
0.82,0.885,0.2,0.14,0.086,0.07,0.031,0.9946,0.311,0.46,1,5
0.52,0.49,0.26,0.23,0.09,0.23,0.074,0.9953,0.371,0.62,1.22,6
0.72,0.45,0.15,0.2,0.078,0.1,0.028,0.99609,0.329,0.51,0.99,6
0.75,0.57,0.02,0.26,0.077,0.11,0.035,0.99557,0.336,0.62,1.08,6
0.75,0.57,0.02,0.26,0.077,0.11,0.035,0.99557,0.336,0.62,1.08,6
0.68,0.83,0.09,0.18,0.074,0.04,0.025,0.99534,0.338,0.45,0.96,5
0.8,0.6,0.22,0.21,0.08,0.25,0.105,0.99613,0.33,0.49,0.99,5
0.8,0.6,0.22,0.21,0.08,0.25,0.105,0.99613,0.33,0.49,0.99,5
0.71,0.755,0.15,0.18,0.107,0.2,0.084,0.99593,0.319,0.5,0.95,5
0.8,0.81,0.25,0.34,0.076,0.34,0.085,0.99668,0.319,0.42,0.92,5
0.74,0.64,0.07,0.18,0.1,0.08,0.023,0.9961,0.33,0.58,0.96,5
0.74,0.64,0.07,0.18,0.1,0.08,0.023,0.9961,0.33,0.58,0.96,5
0.66,0.64,0.31,0.61,0.083,0.07,0.049,0.99718,0.335,0.68,1.03,5
0.67,0.48,0.02,0.22,0.08,0.36,0.111,0.99524,0.31,0.53,0.97,5
0.6,0.49,0,0.23,0.068,0.15,0.033,0.99292,0.358,0.59,1.25,6
0.8,0.64,0.22,0.24,0.094,0.05,0.033,0.99612,0.337,0.58,1.1,5
0.71,0.62,0.06,0.13,0.07,0.05,0.012,0.9942,0.317,0.48,0.98,5
0.8,0.52,0.25,0.2,0.078,0.19,0.059,0.99612,0.33,0.48,1.02,5
0.64,0.57,0.14,0.39,0.07,0.27,0.073,0.99669,0.332,0.48,0.92,5
0.86,0.685,0.1,0.16,0.092,0.03,0.012,0.99745,0.331,0.65,0.955,6
0.87,0.675,0.1,0.16,0.09,0.04,0.011,0.99745,0.331,0.65,0.955,5
0.73,0.59,0.26,0.2,0.08,0.17,0.104,0.99584,0.328,0.52,0.99,5
0.7,0.6,0.12,0.22,0.083,0.13,0.028,0.9966,0.352,0.62,1.02,7
0.72,0.67,0,0.22,0.068,0.1,0.024,0.9956,0.342,0.72,1.11,6
0.79,0.69,0.21,0.21,0.08,0.33,0.141,0.9962,0.325,0.51,0.99,5
0.79,0.69,0.21,0.21,0.08,0.33,0.141,0.9962,0.325,0.51,0.99,5
0.76,0.3,0.42,0.2,0.052,0.06,0.024,0.9963,0.344,0.82,1.19,6
0.72,0.33,0.33,0.17,0.061,0.03,0.013,0.996,0.323,1.1,1,8
0.8,0.5,0.39,0.26,0.082,0.12,0.046,0.9985,0.343,0.62,1.07,6
0.77,0.28,0.3,0.2,0.062,0.18,0.034,0.9952,0.328,0.9,1.13,7
0.82,0.24,0.34,0.51,0.062,0.08,0.022,0.9974,0.322,0.94,1.09,6
0.6,0.51,0,0.21,0.064,0.4,0.054,0.995,0.354,0.93,1.07,6
0.81,0.29,0.36,0.22,0.048,0.35,0.053,0.995,0.327,1.01,1.24,7
0.6,0.51,0,0.21,0.064,0.4,0.054,0.995,0.354,0.93,1.07,6
0.66,0.96,0,0.18,0.082,0.05,0.016,0.9936,0.35,0.44,1.19,6
0.64,0.47,0.4,0.24,0.071,0.08,0.019,0.9963,0.356,0.73,1.06,6
0.82,0.24,0.34,0.51,0.062,0.08,0.022,0.9974,0.322,0.94,1.09,6
0.99,0.57,0.25,0.2,0.104,0.12,0.089,0.9963,0.304,0.9,1.01,5
1,0.32,0.59,0.22,0.077,0.03,0.015,0.9994,0.32,0.78,0.96,5
0.62,0.58,0,0.16,0.065,0.08,0.018,0.9966,0.356,0.84,0.94,5
1,0.32,0.59,0.22,0.077,0.03,0.015,0.9994,0.32,0.78,0.96,5
0.73,0.34,0.33,0.25,0.064,0.21,0.037,0.9952,0.335,0.77,1.21,7
0.78,0.53,0.01,0.16,0.077,0.03,0.019,0.995,0.316,0.46,0.98,5
0.77,0.64,0.21,0.22,0.077,0.32,0.133,0.9956,0.327,0.45,0.99,5
0.78,0.53,0.01,0.16,0.077,0.03,0.019,0.995,0.316,0.46,0.98,5
0.75,0.4,0.18,0.16,0.079,0.24,0.058,0.9965,0.334,0.58,0.94,5
0.7,0.54,0,0.21,0.079,0.39,0.055,0.9956,0.339,0.84,1.14,6
0.64,0.53,0.09,0.39,0.123,0.14,0.031,0.9968,0.35,0.67,1.1,4
0.83,0.26,0.37,0.14,0.076,0.08,0.023,0.9974,0.326,0.7,0.96,6
0.83,0.26,0.37,0.14,0.076,0.08,0.023,0.9974,0.326,0.7,0.96,6
0.77,0.23,0.37,0.18,0.046,0.23,0.06,0.9971,0.341,0.71,1.21,6
0.76,0.41,0.33,0.25,0.078,0.06,0.023,0.9957,0.33,0.58,1.12,5
0.78,0.64,0,0.19,0.072,0.27,0.055,0.9962,0.331,0.63,1.1,5
0.79,0.18,0.4,0.22,0.049,0.38,0.067,0.996,0.333,0.93,1.13,5
0.74,0.41,0.24,0.18,0.066,0.18,0.047,0.9956,0.337,0.62,1.04,5
0.76,0.43,0.31,0.21,0.069,0.13,0.074,0.9958,0.326,0.54,0.99,6
0.59,0.44,0,0.16,0.042,0.03,0.011,0.9944,0.348,0.85,1.17,6
0.61,0.4,0.16,0.18,0.069,0.11,0.025,0.9955,0.342,0.74,1.01,7
1.02,0.54,0.37,1.54,0.214,0.55,0.095,1.00369,0.318,0.77,0.9,6
1.02,0.54,0.37,1.54,0.214,0.55,0.095,1.00369,0.318,0.77,0.9,6
1,0.38,0.38,0.16,0.169,0.27,0.09,0.99914,0.315,0.65,0.85,5
0.68,0.915,0.29,0.48,0.07,0.15,0.039,0.99577,0.353,0.54,1.11,5
0.7,0.59,0,0.17,0.052,0.03,0.008,0.996,0.341,0.47,1.03,5
0.73,0.67,0.02,0.22,0.072,0.31,0.092,0.99566,0.332,0.68,1.106666667,6
0.72,0.37,0.32,0.2,0.062,0.15,0.028,0.9947,0.323,0.73,1.13,7
0.74,0.785,0.19,0.52,0.094,0.19,0.098,0.99713,0.316,0.52,0.956666667,6
0.69,0.63,0.02,0.19,0.078,0.18,0.03,0.99712,0.34,0.75,0.98,5
0.69,0.58,0.2,0.175,0.058,0.08,0.022,0.99322,0.338,0.49,1.17,5
0.73,0.67,0.02,0.22,0.072,0.31,0.092,0.99566,0.332,0.68,1.11,6
0.74,0.785,0.19,0.52,0.094,0.19,0.098,0.99713,0.316,0.52,0.96,6
0.69,0.63,0.02,0.19,0.078,0.18,0.03,0.99712,0.34,0.75,0.98,5
0.68,0.67,0,0.19,0.08,0.22,0.039,0.99701,0.34,0.74,0.97,5
0.69,0.58,0.01,0.19,0.08,0.4,0.054,0.99683,0.34,0.73,0.97,5
0.72,0.38,0.31,0.2,0.056,0.15,0.029,0.99472,0.323,0.76,1.13,8
0.72,0.37,0.32,0.2,0.062,0.15,0.028,0.9947,0.323,0.73,1.13,7
0.78,0.32,0.44,0.27,0.104,0.08,0.017,0.99732,0.333,0.78,1.1,7
0.66,0.58,0.02,0.2,0.062,0.37,0.053,0.99374,0.335,0.76,1.16,7
0.76,0.49,0.33,0.19,0.074,0.27,0.085,0.99706,0.341,0.58,0.9,5
1.17,0.45,0.63,0.22,0.073,0.07,0.023,0.99974,0.321,0.69,1.09,6
0.65,0.9,0,0.16,0.052,0.09,0.017,0.99467,0.35,0.63,1.09,6
0.6,0.54,0.06,0.18,0.05,0.38,0.089,0.99236,0.33,0.5,1.055,6
0.76,0.49,0.33,0.19,0.074,0.27,0.085,0.99706,0.341,0.58,0.9,5
0.84,0.29,0.4,0.17,0.067,0.08,0.02,0.99603,0.339,0.6,1.05,5
0.79,0.2,0.35,0.17,0.054,0.07,0.015,0.99458,0.332,0.8,1.19,7
0.64,0.42,0.09,0.23,0.054,0.34,0.064,0.99724,0.341,0.68,1.04,6
0.62,0.785,0,0.21,0.06,0.06,0.013,0.99664,0.359,0.61,1,4
0.68,0.64,0.03,0.23,0.075,0.14,0.031,0.99545,0.336,0.58,1.04,6
0.69,0.63,0.01,0.24,0.076,0.14,0.039,0.99522,0.334,0.53,1.08,6
0.68,0.59,0.1,0.17,0.063,0.34,0.053,0.9958,0.341,0.67,0.97,5
0.68,0.59,0.1,0.17,0.063,0.34,0.053,0.9958,0.341,0.67,0.97,5
0.73,0.48,0.32,0.21,0.062,0.31,0.054,0.99728,0.33,0.65,1,7
0.67,1.04,0.08,0.23,0.067,0.19,0.032,0.99648,0.352,0.57,1.1,4
0.73,0.48,0.32,0.21,0.062,0.31,0.054,0.99728,0.33,0.65,1,7
0.73,0.98,0.05,0.21,0.061,0.2,0.049,0.99705,0.331,0.55,0.97,3
1,0.69,0.11,0.14,0.084,0.08,0.024,0.99578,0.288,0.47,0.97,5
0.67,0.7,0.08,0.375,0.067,0.08,0.016,0.99334,0.343,0.52,1.26,5
0.76,0.35,0.6,0.26,0.073,0.23,0.044,0.99656,0.338,0.79,1.11,6
0.61,0.6,0.08,0.18,0.071,0.14,0.045,0.99336,0.338,0.54,1.1,5
0.99,0.5,0.5,1.38,0.205,0.48,0.082,1.00242,0.316,0.75,0.88,5
0.53,0.47,0.11,0.22,0.048,0.16,0.089,0.99182,0.354,0.88,1.356666667,7
0.99,0.5,0.5,1.38,0.205,0.48,0.082,1.00242,0.316,0.75,0.88,5
0.53,0.47,0.11,0.22,0.048,0.16,0.089,0.99182,0.354,0.88,1.36,7
0.71,0.875,0.05,0.57,0.082,0.03,0.014,0.99808,0.34,0.52,1.02,3
0.82,0.28,0.6,0.3,0.104,0.1,0.022,0.99828,0.339,0.68,1.06,5
0.56,0.62,0.03,0.15,0.08,0.06,0.013,0.99498,0.366,0.62,1.01,4
0.82,0.28,0.6,0.3,0.104,0.1,0.022,0.99828,0.339,0.68,1.06,5
0.72,0.58,0.54,0.21,0.114,0.03,0.009,0.99719,0.333,0.57,1.03,4
0.81,0.33,0.44,0.15,0.042,0.06,0.012,0.99542,0.335,0.61,1.07,5
0.68,0.91,0.06,0.2,0.06,0.04,0.011,0.99592,0.353,0.64,1.09,4
0.7,0.655,0.16,0.21,0.074,0.08,0.025,0.99606,0.337,0.55,0.97,5
0.68,0.68,0.21,0.21,0.07,0.09,0.023,0.99546,0.338,0.6,1.03,5
0.6,0.64,0.05,0.19,0.066,0.09,0.017,0.99496,0.352,0.78,1.06,5
0.56,0.54,0.04,0.17,0.049,0.05,0.013,0.9942,0.372,0.58,1.14,5
0.62,0.57,0.1,0.21,0.048,0.04,0.011,0.99448,0.344,0.76,1.08,6
